0.04647, 0.26638
0.11628, 0.33330
0.16753, 0.40851
0.21901, 0.47817
0.26681, 0.55202
0.36256, 0.69371
0.30730, 0.61864
0.41443, 0.76280
0.47350, 0.83051
0.54942, 0.90654
0.65155, 0.97126
0.80606, 1.00654
0.88473, 0.98656
0.97500, 0.93724
1.05883, 0.86821
1.12331, 0.79703
1.17619, 0.71734
1.23938, 0.64820
1.28524, 0.58195
1.33575, 0.51057
1.38717, 0.43748
1.43678, 0.36824
1.48638, 0.29558
1.60692, 0.26288
1.68430, 0.33507
1.73589, 0.40530
1.78102, 0.47430
1.83545, 0.54946
1.88420, 0.62492
1.92933, 0.69053
1.98737, 0.76446
2.04540, 0.82976
2.11633, 0.89936
2.22595, 0.97364
2.42137, 0.99662
2.54992, 0.93311
2.63177, 0.86562
2.69497, 0.79396
2.76005, 0.72532
2.81128, 0.65098
2.85323, 0.58208
2.90779, 0.51019
2.95064, 0.44253
3.00420, 0.36294
3.06421, 0.29282
3.25496, 0.33858
3.18225, 0.26429
3.30529, 0.41003
3.39951, 0.54687
3.35386, 0.47703
3.44467, 0.61936
3.49630, 0.68915
3.55798, 0.76081
3.61220, 0.83307
3.69441, 0.90520
3.78037, 0.96973
3.98671, 0.99602
4.12816, 0.92889
4.20554, 0.86371
4.27647, 0.78605
4.33450, 0.71117
4.37964, 0.65109
4.43053, 0.57467
4.47636, 0.50873
4.52794, 0.43108
4.56663, 0.37192
4.63756, 0.29057
4.75363, 0.26170
4.82654, 0.33812
4.87864, 0.40994
4.95637, 0.52503
4.92128, 0.46810
