0.04919, 0.24101
0.71109, 0.25879
0.57245, 0.54344
0.62165, 0.44856
0.66637, 0.35368
0.79159, 0.19210
0.87209, 0.31003
0.49642, 0.64346
0.37567, 0.70888
0.24597, 0.61276
0.18784, 0.50636
0.15653, 0.42047
0.10733, 0.32433
0.93470, 0.42668
0.97943, 0.54334
1.06887, 0.65870
1.28354, 0.63300
1.35510, 0.52273
1.45349, 0.33040
1.52504, 0.19961
1.65027, 0.29317
1.39982, 0.43041
2.28086, 0.26865
2.39267, 0.20451
3.06351, 0.28511
3.15742, 0.19534
3.83721, 0.29389
3.92218, 0.18874
4.67800, 0.20265
1.71735, 0.39956
1.77102, 0.50596
1.82469, 0.60979
1.91860, 0.69951
2.07066, 0.64562
2.13327, 0.55074
2.18247, 0.46354
2.23166, 0.36481
2.45528, 0.31476
2.49106, 0.42244
2.54919, 0.51730
2.61628, 0.62241
2.75492, 0.70955
2.88909, 0.60952
2.95170, 0.50822
2.98748, 0.40052
3.22898, 0.29917
3.40340, 0.62477
3.33631, 0.51709
3.29606, 0.42223
3.55546, 0.70293
3.68962, 0.59136
3.75224, 0.47083
3.79696, 0.38236
4.02057, 0.31179
4.15027, 0.55791
4.07424, 0.43742
4.23971, 0.67840
4.43202, 0.64245
4.43649, 0.64245
4.50805, 0.53859
4.56619, 0.42703
4.60644, 0.32446
4.77639, 0.24749
4.85689, 0.42568
4.91055, 0.52182
4.81664, 0.32441
