0.04116, 0.26497
0.10757, 0.33882
0.16238, 0.41774
0.21630, 0.48606
0.24658, 0.55421
0.29173, 0.62576
0.33405, 0.69617
0.38882, 0.76685
0.44866, 0.83758
0.51368, 0.90811
0.59894, 0.97914
0.73625, 1.04057
0.92458, 1.00186
1.01515, 0.93341
1.08637, 0.86310
1.13822, 0.79588
1.19654, 0.72249
1.24841, 0.64663
1.28734, 0.58187
1.33275, 0.51095
1.38463, 0.43324
1.43003, 0.36263
1.48836, 0.28585
1.58917, 0.24773
1.66898, 0.31607
1.72038, 0.38822
1.76532, 0.46161
1.81028, 0.53007
1.85522, 0.60500
1.90018, 0.67315
1.95157, 0.74777
2.00298, 0.81623
2.06728, 0.89085
2.14451, 0.95992
2.26047, 1.02644
2.46376, 1.01919
2.56810, 0.95421
2.65024, 0.88364
2.70193, 0.81229
2.75917, 0.74006
2.81217, 0.67113
2.85560, 0.59791
2.90100, 0.52914
2.95198, 0.44098
3.00824, 0.36033
3.09103, 0.27566
3.21355, 0.28375
3.27193, 0.35445
3.31383, 0.43517
3.36577, 0.50047
3.40375, 0.56963
3.45634, 0.64330
3.50406, 0.71301
3.55744, 0.78433
3.61925, 0.85718
3.68699, 0.92713
3.77862, 0.99506
3.95579, 1.03781
4.10646, 0.97337
4.18411, 0.90997
4.24889, 0.83720
4.31366, 0.76319
4.36553, 0.69042
4.41094, 0.61795
4.45633, 0.54980
4.50173, 0.47919
4.54715, 0.40426
4.59901, 0.33210
4.65842, 0.26401
4.78386, 0.27558
4.84422, 0.34737
4.88469, 0.41891
4.93234, 0.49010
