0.24156, 0.97811
0.36142, 0.95547
0.45736, 0.93140
0.54134, 0.90724
0.61334, 0.88526
0.68537, 0.86117
0.75742, 0.83452
0.82945, 0.80963
0.89550, 0.78435
0.93757, 0.76534
1.02156, 0.74009
1.09358, 0.71634
1.16559, 0.69368
1.23756, 0.67436
1.44141, 0.62627
1.66884, 0.61069
1.82423, 0.62009
1.99135, 0.65172
2.07483, 0.67530
2.14637, 0.69640
2.22387, 0.71944
2.28940, 0.74410
2.36685, 0.77162
2.44193, 0.79779
2.50864, 0.82384
2.57532, 0.85182
2.64680, 0.87863
2.71831, 0.90311
2.78984, 0.92495
2.87334, 0.94712
2.98072, 0.97241
3.17182, 0.99821
3.42300, 0.99868
3.60266, 0.97590
3.71056, 0.95260
3.79452, 0.93086
3.86651, 0.90954
3.93852, 0.88688
4.01056, 0.86112
4.07064, 0.83524
4.15463, 0.81042
4.22666, 0.78571
4.29873, 0.75636
4.35880, 0.73179
4.44279, 0.70764
4.50276, 0.69145
4.63479, 0.64907
4.75465, 0.62508
4.94623, 0.60655
5.08976, 0.60672
5.25688, 0.63843
5.35232, 0.66178
5.42385, 0.68373
5.49535, 0.70896
5.56683, 0.73625
5.65026, 0.76423
5.72172, 0.79306
5.78121, 0.82296
5.85271, 0.84741
5.91466, 0.87133
5.97182, 0.89448
6.04330, 0.92226
6.11482, 0.94561
6.19831, 0.96798
6.30570, 0.99240
6.49682, 1.01640
6.73606, 1.01442
6.90376, 0.99150
7.01166, 0.96805
7.09562, 0.94593
7.16763, 0.92367
7.23963, 0.90117
7.29730, 0.87685
7.38372, 0.84844
7.45577, 0.82228
7.51826, 0.79429
7.58794, 0.76631
7.65998, 0.74036
7.75599, 0.70985
