0.01364, 0.35682
0.15609, 0.41230
0.26820, 0.50380
0.35650, 0.60452
0.46199, 0.70939
0.54942, 0.80673
0.62971, 0.88526
0.71063, 0.96904
0.81380, 1.06467
0.91697, 1.15060
1.02659, 1.23237
1.16200, 1.31367
1.35674, 1.39125
1.70526, 1.40826
1.92933, 1.33618
2.09293, 1.24509
2.23188, 1.14414
2.34202, 1.04842
2.44519, 0.95104
2.53983, 0.85257
2.64758, 0.75130
2.73021, 0.65540
2.81177, 0.56498
2.90249, 0.47956
2.97882, 0.41348
3.14314, 0.35418
3.29187, 0.41388
3.44424, 0.54942
3.36727, 0.47574
3.58575, 0.69297
3.52848, 0.62912
3.64296, 0.75822
3.70648, 0.82617
3.78332, 0.90017
3.85640, 0.96971
3.96051, 1.06849
4.06368, 1.15488
4.18619, 1.24228
4.34095, 1.33028
4.58782, 1.40970
4.84906, 1.40773
4.95997, 1.38188
