0.34169, 0.69448
0.48235, 0.68317
0.63111, 0.66595
0.74500, 0.65378
0.85674, 0.63883
1.02488, 0.62037
1.09446, 0.60903
1.30681, 0.59347
1.57989, 0.58459
1.91744, 0.59733
2.01844, 0.60848
2.15799, 0.62222
2.25277, 0.63341
2.33425, 0.64478
2.41539, 0.65361
2.49684, 0.66475
2.63181, 0.67751
2.73997, 0.68910
2.91216, 0.69855
3.14214, 0.70664
3.48712, 0.69503
3.60997, 0.68349
3.73986, 0.67135
3.83779, 0.65945
3.93379, 0.64635
4.03869, 0.63345
4.15256, 0.62111
4.27517, 0.60774
4.40685, 0.59569
4.72519, 0.58420
5.01967, 0.59374
5.12757, 0.60336
5.21796, 0.61495
5.34421, 0.62888
5.43889, 0.63933
5.50658, 0.64726
5.58829, 0.66031
5.72323, 0.67283
5.83115, 0.68264
5.96599, 0.69435
6.31416, 0.70673
6.63239, 0.69443
6.77296, 0.68250
6.89564, 0.66961
7.02717, 0.65643
7.10573, 0.64591
7.17540, 0.63529
7.22748, 0.62604
7.33264, 0.61501
7.45554, 0.60379
7.52579, 0.59756
7.88391, 0.58450
8.16533, 0.59605
8.27302, 0.60410
8.38110, 0.61506
8.46270, 0.62740
8.57956, 0.63757
8.65193, 0.64722
8.70626, 0.65486
8.76054, 0.66221
8.85063, 0.67153
8.98747, 0.68494
9.13826, 0.69637
9.45942, 0.70606
9.77773, 0.69438
9.84768, 0.68590
9.97100, 0.67782
10.07602, 0.66574
10.18096, 0.65308
10.27691, 0.63970
10.38189, 0.62731
10.51333, 0.61353
10.63592, 0.59997
10.98924, 0.58426
11.41847, 0.60484
11.53729, 0.61645
11.63487, 0.62863
11.74313, 0.64094
11.77948, 0.64700
11.90572, 0.66091
11.98713, 0.67178
12.13540, 0.68426
12.25677, 0.69499
12.60486, 0.70673
12.88785, 0.69668
13.04601, 0.68335
13.16901, 0.67289
13.26534, 0.66235
13.34387, 0.65149
13.41337, 0.63960
13.52719, 0.62694
13.64100, 0.61421
13.78133, 0.60040
14.13464, 0.58466
14.49191, 0.59861
14.59111, 0.60965
14.73679, 0.62274
14.80763, 0.63424
14.95166, 0.64832
15.02436, 0.66050
15.15924, 0.67256
15.26738, 0.68392
15.37531, 0.69378
15.72347, 0.70614
16.03324, 0.69699
16.13856, 0.68720
16.27915, 0.67538
16.38415, 0.66321
16.46264, 0.65208
16.55856, 0.63843
16.67242, 0.62601
16.80375, 0.61140
16.92654, 0.59932
17.65517, 0.59966
17.74533, 0.60952
17.87141, 0.62222
17.97982, 0.63563
18.07033, 0.64811
18.14240, 0.65560
18.25064, 0.66771
18.35872, 0.67871
18.50274, 0.69267
18.86883, 0.70616
19.17850, 0.69631
19.29288, 0.68787
19.39803, 0.67677
19.51892, 0.66379
19.61700, 0.65304
19.65994, 0.64187
